id_venta,fecha,id_cliente,id_producto,id_sucursal,cantidad,precio_unitario,total,descuento,metodo_pago
857,2024-02-26,562,532,5,4,429.17,1545.0120000000002,10,Tarjeta
858,2024-02-26,430,511,5,4,572.02,2288.08,0,Tarjeta
859,2024-02-26,550,539,4,2,609.9,1219.8,0,Tarjeta
860,2024-02-26,530,547,2,1,672.15,672.15,0,Efectivo
861,2024-02-27,365,524,5,6,544.3,3102.5099999999998,5,Transferencia
862,2024-02-27,103,511,1,7,572.02,4004.14,0,Efectivo
863,2024-02-27,185,529,5,5,303.31,1516.55,0,Transferencia
864,2024-02-27,382,526,1,8,965.6,7724.8,0,Tarjeta
865,2024-02-27,428,516,4,9,927.39,8346.51,0,Efectivo
866,2024-02-27,404,535,5,2,23.94,47.88,0,Transferencia
867,2024-02-27,550,520,4,4,525.63,1892.268,10,Efectivo
868,2024-02-28,554,546,4,9,377.11,3393.9900000000002,0,Transferencia
869,2024-02-28,512,503,2,5,613.9,2762.55,10,Transferencia
870,2024-02-28,217,501,5,3,248.62,745.86,0,Efectivo
871,2024-02-28,321,547,1,6,672.15,3831.2549999999997,5,Tarjeta
872,2024-02-28,254,501,1,3,248.62,671.274,10,Efectivo
873,2024-02-28,253,517,5,5,730.0,3285.0,10,Tarjeta
874,2024-02-28,112,502,2,3,686.43,2059.29,0,Transferencia
875,2024-02-28,233,529,2,6,303.31,1819.8600000000001,0,Transferencia
876,2024-02-28,582,520,2,5,525.63,2628.15,0,Efectivo
877,2024-02-28,404,506,1,9,397.15,3574.35,0,Efectivo
878,2024-02-28,393,508,4,3,757.81,2273.43,0,Tarjeta
879,2024-02-28,563,529,2,6,303.31,1637.8740000000003,10,Tarjeta
880,2024-02-28,400,548,1,8,669.26,5354.08,0,Efectivo
881,2024-02-28,328,533,1,7,400.93,2806.51,0,Tarjeta
882,2024-02-28,371,503,4,6,613.9,3683.3999999999996,0,Tarjeta
883,2024-02-28,143,535,5,2,23.94,43.092000000000006,10,Efectivo
884,2024-02-28,532,505,5,7,181.63,1080.6984999999997,15,Efectivo
885,2024-02-28,443,527,2,8,610.96,4887.68,0,Transferencia
886,2024-02-28,426,544,2,1,454.96,454.96,0,Transferencia
887,2024-02-29,402,512,4,9,41.0,350.55,5,Efectivo
888,2024-02-29,598,520,2,4,525.63,2102.52,0,Transferencia
889,2024-02-29,464,545,4,8,104.46,835.68,0,Tarjeta
890,2024-02-29,479,520,1,7,525.63,3311.469,10,Efectivo
891,2024-02-29,527,509,2,7,430.9,2563.8549999999996,15,Transferencia
892,2024-02-29,593,539,1,2,609.9,1219.8,0,Efectivo
893,2024-02-29,121,504,3,1,834.86,834.86,0,Transferencia
894,2024-02-29,507,519,4,4,574.74,2298.96,0,Efectivo
895,2024-02-29,207,538,3,2,792.27,1584.54,0,Tarjeta
896,2024-02-29,436,527,2,8,610.96,4887.68,0,Transferencia
897,2024-02-29,403,545,1,7,104.46,731.2199999999999,0,Efectivo
898,2024-02-29,217,543,2,8,851.54,6812.32,0,Tarjeta
899,2024-02-29,224,513,3,6,843.86,5063.16,0,Transferencia
900,2024-02-29,499,513,2,1,843.86,843.86,0,Transferencia
901,2024-02-29,381,522,5,9,846.09,7614.81,0,Efectivo
902,2024-02-29,392,528,3,6,283.24,1699.44,0,Tarjeta
903,2024-02-29,303,547,2,1,672.15,672.15,0,Efectivo
904,2024-03-01,151,545,1,1,104.46,104.46,0,Transferencia
905,2024-03-01,371,522,2,8,846.09,6768.72,0,Efectivo
906,2024-03-01,424,543,1,6,851.54,4853.777999999999,5,Efectivo
907,2024-03-01,377,519,5,8,574.74,4597.92,0,Tarjeta
908,2024-03-01,241,508,2,8,757.81,5153.107999999999,15,Tarjeta
909,2024-03-01,570,508,5,8,757.81,6062.48,0,Transferencia
910,2024-03-01,375,542,3,7,915.81,6410.67,0,Tarjeta
911,2024-03-01,390,526,1,7,965.6,6759.2,0,Efectivo
912,2024-03-01,434,548,3,4,669.26,2677.04,0,Transferencia
913,2024-03-01,481,526,1,9,965.6,7821.36,10,Tarjeta
914,2024-03-01,552,523,5,2,749.85,1349.73,10,Efectivo
915,2024-03-01,596,543,4,9,851.54,6514.281,15,Efectivo
916,2024-03-01,473,513,2,3,843.86,2531.58,0,Transferencia
917,2024-03-01,152,528,5,2,283.24,566.48,0,Transferencia
918,2024-03-01,594,509,1,4,430.9,1723.6,0,Tarjeta
919,2024-03-01,127,520,1,5,525.63,2628.15,0,Tarjeta
920,2024-03-01,257,519,1,2,574.74,1149.48,0,Tarjeta
921,2024-03-02,339,548,1,1,669.26,602.3340000000001,10,Tarjeta
922,2024-03-02,256,539,2,5,609.9,2744.55,10,Transferencia
923,2024-03-02,391,512,3,9,41.0,369.0,0,Efectivo
924,2024-03-02,236,515,4,5,401.2,2006.0,0,Efectivo
925,2024-03-02,244,531,2,9,25.48,229.32,0,Tarjeta
926,2024-03-02,206,514,1,6,455.26,2731.56,0,Transferencia
927,2024-03-02,520,511,2,3,572.02,1716.06,0,Tarjeta
928,2024-03-02,258,526,5,4,965.6,3476.1600000000003,10,Tarjeta
929,2024-03-02,246,542,1,4,915.81,3663.24,0,Transferencia
930,2024-03-02,102,527,4,1,610.96,610.96,0,Efectivo
931,2024-03-02,533,511,1,3,572.02,1716.06,0,Efectivo
932,2024-03-02,177,538,4,3,792.27,2376.81,0,Tarjeta
933,2024-03-02,232,534,4,1,300.55,270.495,10,Transferencia
934,2024-03-02,190,543,3,9,851.54,7663.86,0,Efectivo
935,2024-03-02,445,519,3,1,574.74,488.529,15,Efectivo
936,2024-03-02,450,506,2,9,397.15,3574.35,0,Transferencia
937,2024-03-02,559,546,2,1,377.11,358.2545,5,Transferencia
938,2024-03-02,363,538,4,2,792.27,1584.54,0,Efectivo
939,2024-03-03,451,549,1,2,595.38,1190.76,0,Tarjeta
940,2024-03-03,208,542,5,6,915.81,5220.116999999999,5,Tarjeta
941,2024-03-03,174,528,5,7,283.24,1883.546,5,Efectivo
942,2024-03-03,139,501,1,1,248.62,236.189,5,Tarjeta
943,2024-03-03,497,535,1,3,23.94,71.82000000000001,0,Tarjeta
944,2024-03-03,259,540,3,2,927.04,1575.9679999999998,15,Transferencia
945,2024-03-03,171,508,5,8,757.81,5153.107999999999,15,Transferencia
946,2024-03-03,547,547,4,9,672.15,6049.349999999999,0,Transferencia
947,2024-03-03,412,507,2,2,190.41,342.738,10,Tarjeta
948,2024-03-03,341,511,3,2,572.02,1144.04,0,Transferencia
949,2024-03-03,526,539,5,9,609.9,5489.099999999999,0,Transferencia
950,2024-03-03,545,504,1,4,834.86,3339.44,0,Efectivo
951,2024-03-03,398,525,5,5,590.88,2511.2400000000002,15,Transferencia
952,2024-03-03,540,512,4,9,41.0,369.0,0,Efectivo
953,2024-03-03,136,526,3,6,965.6,5793.6,0,Tarjeta
954,2024-03-04,184,538,1,9,792.27,7130.43,0,Transferencia
955,2024-03-04,552,546,4,9,377.11,3393.9900000000002,0,Efectivo
956,2024-03-04,474,512,2,7,41.0,287.0,0,Efectivo
957,2024-03-04,363,543,3,9,851.54,7663.86,0,Efectivo
958,2024-03-04,410,537,4,5,714.23,3392.5924999999997,5,Tarjeta
959,2024-03-04,485,546,4,5,377.11,1602.7175000000002,15,Transferencia
960,2024-03-04,272,524,1,8,544.3,4136.679999999999,5,Tarjeta
961,2024-03-04,476,516,2,4,927.39,3338.604,10,Efectivo
962,2024-03-04,273,513,4,9,843.86,7594.74,0,Tarjeta
963,2024-03-04,462,525,3,7,590.88,4136.16,0,Tarjeta
964,2024-03-04,147,504,4,7,834.86,5844.02,0,Efectivo
965,2024-03-04,479,511,5,3,572.02,1716.06,0,Transferencia
966,2024-03-04,241,532,3,4,429.17,1545.0120000000002,10,Transferencia
967,2024-03-04,475,549,3,7,595.38,4167.66,0,Tarjeta
968,2024-03-04,506,507,4,5,190.41,856.845,10,Transferencia
969,2024-03-04,218,546,1,3,377.11,1131.33,0,Efectivo
970,2024-03-04,377,511,3,1,572.02,543.419,5,Transferencia
971,2024-03-04,314,528,5,7,283.24,1982.68,0,Tarjeta
972,2024-03-04,320,541,1,6,654.57,3927.42,0,Efectivo
973,2024-03-04,493,523,1,7,749.85,4986.5025,5,Efectivo
974,2024-03-04,126,545,1,2,104.46,208.92,0,Efectivo
975,2024-03-04,109,523,3,4,749.85,2849.43,5,Tarjeta
976,2024-03-05,371,550,1,2,281.97,563.94,0,Tarjeta
977,2024-03-05,110,528,4,8,283.24,2265.92,0,Transferencia
978,2024-03-05,572,543,1,7,851.54,5364.702,10,Tarjeta
979,2024-03-05,478,547,5,1,672.15,672.15,0,Efectivo
980,2024-03-05,221,526,2,2,965.6,1834.6399999999999,5,Tarjeta
981,2024-03-05,225,525,5,2,590.88,1181.76,0,Tarjeta
982,2024-03-05,270,529,3,4,303.31,1213.24,0,Transferencia
983,2024-03-05,172,519,1,3,574.74,1724.22,0,Efectivo
984,2024-03-05,252,533,1,1,400.93,400.93,0,Transferencia
985,2024-03-05,308,536,4,2,206.85,413.7,0,Transferencia
986,2024-03-05,149,514,1,9,455.26,4097.34,0,Transferencia
987,2024-03-05,254,514,5,1,455.26,455.26,0,Efectivo
988,2024-03-05,447,535,3,9,23.94,215.46,0,Transferencia
989,2024-03-05,393,530,2,7,173.61,1215.27,0,Efectivo
990,2024-03-05,168,528,1,2,283.24,566.48,0,Transferencia
991,2024-03-05,150,517,2,2,730.0,1460.0,0,Transferencia
992,2024-03-05,252,503,1,5,613.9,3069.5,0,Efectivo
993,2024-03-06,119,516,3,5,927.39,4636.95,0,Tarjeta
994,2024-03-06,200,546,5,4,377.11,1508.44,0,Transferencia
995,2024-03-06,160,530,3,3,173.61,520.83,0,Tarjeta
996,2024-03-06,267,529,2,4,303.31,1031.254,15,Transferencia
997,2024-03-06,302,545,1,4,104.46,396.948,5,Tarjeta
998,2024-03-06,445,515,2,2,401.2,802.4,0,Tarjeta
999,2024-03-06,246,546,5,5,377.11,1885.5500000000002,0,Tarjeta
1000,2024-03-06,503,525,3,5,590.88,2806.68,5,Tarjeta
1001,2024-03-06,264,538,2,5,792.27,3961.35,0,Tarjeta
1002,2024-03-06,558,542,2,1,915.81,870.0194999999999,5,Efectivo
1003,2024-03-06,581,547,5,6,672.15,3629.6099999999997,10,Tarjeta
1004,2024-03-06,539,538,1,2,792.27,1584.54,0,Efectivo
1005,2024-03-06,342,523,2,7,749.85,5248.95,0,Transferencia
1006,2024-03-06,169,525,5,4,590.88,2245.344,5,Efectivo
1007,2024-03-06,275,542,1,5,915.81,3892.192499999999,15,Tarjeta
1008,2024-03-07,149,507,1,5,190.41,952.05,0,Efectivo
1009,2024-03-07,583,522,3,5,846.09,4230.45,0,Tarjeta
1010,2024-03-07,208,517,5,2,730.0,1460.0,0,Efectivo
1011,2024-03-07,326,518,1,5,333.28,1666.3999999999999,0,Transferencia
1012,2024-03-07,261,549,3,3,595.38,1696.8329999999999,5,Tarjeta
1013,2024-03-07,219,541,4,4,654.57,2356.452,10,Tarjeta
1014,2024-03-07,249,510,5,2,215.86,431.72,0,Efectivo
1015,2024-03-07,565,510,4,4,215.86,820.268,5,Efectivo
1016,2024-03-07,250,507,1,9,190.41,1713.69,0,Efectivo
1017,2024-03-07,532,548,5,8,669.26,5354.08,0,Efectivo
1018,2024-03-07,393,550,3,3,281.97,845.9100000000001,0,Efectivo
1019,2024-03-07,243,538,1,1,792.27,792.27,0,Tarjeta
1020,2024-03-07,519,527,5,1,610.96,610.96,0,Transferencia
1021,2024-03-07,576,533,5,6,400.93,2405.58,0,Efectivo
1022,2024-03-07,555,501,4,3,248.62,708.567,5,Tarjeta
1023,2024-03-07,260,544,1,4,454.96,1728.8479999999997,5,Transferencia
1024,2024-03-07,111,534,3,1,300.55,300.55,0,Transferencia
1025,2024-03-07,238,504,3,8,834.86,6678.88,0,Efectivo
1026,2024-03-07,557,517,1,1,730.0,730.0,0,Tarjeta
1027,2024-03-07,178,504,1,5,834.86,3548.155,15,Tarjeta
1028,2024-03-08,177,543,2,6,851.54,5109.24,0,Tarjeta
1029,2024-03-08,541,526,4,2,965.6,1931.2,0,Tarjeta
1030,2024-03-08,354,504,1,7,834.86,5844.02,0,Tarjeta
1031,2024-03-08,509,501,1,7,248.62,1740.3400000000001,0,Transferencia
1032,2024-03-08,358,507,2,1,190.41,190.41,0,Transferencia
1033,2024-03-08,420,530,2,4,173.61,659.7180000000001,5,Transferencia
1034,2024-03-08,391,550,5,4,281.97,1071.486,5,Tarjeta
1035,2024-03-08,363,509,3,5,430.9,2154.5,0,Transferencia
1036,2024-03-08,185,535,4,1,23.94,23.94,0,Transferencia
1037,2024-03-08,246,508,5,1,757.81,757.81,0,Efectivo
1038,2024-03-08,423,524,1,7,544.3,3429.0899999999997,10,Transferencia
1039,2024-03-08,142,519,2,9,574.74,5172.66,0,Efectivo
1040,2024-03-08,474,536,3,1,206.85,206.85,0,Tarjeta
1041,2024-03-08,225,550,5,2,281.97,563.94,0,Tarjeta
1042,2024-03-08,267,543,3,6,851.54,5109.24,0,Tarjeta
1043,2024-03-08,525,527,2,6,610.96,3665.76,0,Tarjeta
1044,2024-03-08,341,532,5,2,429.17,858.34,0,Transferencia
1045,2024-03-08,559,514,5,9,455.26,4097.34,0,Efectivo
1046,2024-03-09,587,518,3,4,333.28,1333.12,0,Tarjeta
1047,2024-03-09,380,528,2,7,283.24,1982.68,0,Tarjeta
1048,2024-03-09,288,529,1,6,303.31,1819.8600000000001,0,Efectivo
1049,2024-03-09,402,516,5,3,927.39,2782.17,0,Efectivo
1050,2024-03-09,119,535,1,8,23.94,191.52,0,Efectivo
1051,2024-03-09,168,547,2,7,672.15,4705.05,0,Efectivo
1052,2024-03-09,318,531,5,9,25.48,206.388,10,Efectivo
1053,2024-03-09,202,504,5,3,834.86,2504.58,0,Transferencia
1054,2024-03-09,142,537,1,1,714.23,714.23,0,Efectivo
1055,2024-03-09,388,517,4,2,730.0,1460.0,0,Transferencia
1056,2024-03-09,267,539,1,1,609.9,609.9,0,Efectivo
1057,2024-03-09,209,548,1,5,669.26,3346.3,0,Efectivo
1058,2024-03-09,594,546,4,2,377.11,716.509,5,Tarjeta
1059,2024-03-09,136,526,2,3,965.6,2896.8,0,Tarjeta
1060,2024-03-09,332,548,2,8,669.26,5354.08,0,Tarjeta
1061,2024-03-09,329,539,5,5,609.9,2744.55,10,Tarjeta
1062,2024-03-09,453,541,3,4,654.57,2356.452,10,Tarjeta
1063,2024-03-10,264,504,3,5,834.86,3548.155,15,Tarjeta
1064,2024-03-10,487,530,5,6,173.61,989.577,5,Efectivo
1065,2024-03-10,173,530,3,7,173.61,1093.743,10,Efectivo
1066,2024-03-10,236,522,1,9,846.09,7614.81,0,Tarjeta
1067,2024-03-10,453,511,1,1,572.02,572.02,0,Tarjeta
1068,2024-03-10,479,502,4,4,686.43,2745.72,0,Tarjeta
1069,2024-03-10,170,544,4,9,454.96,3889.908,5,Efectivo
1070,2024-03-10,525,512,5,5,41.0,184.5,10,Tarjeta
1071,2024-03-10,587,530,5,8,173.61,1388.88,0,Tarjeta
1072,2024-03-10,296,536,5,1,206.85,206.85,0,Efectivo
1073,2024-03-10,369,518,1,4,333.28,1266.464,5,Efectivo
1074,2024-03-10,149,526,3,9,965.6,7821.36,10,Transferencia
1075,2024-03-10,416,507,5,1,190.41,190.41,0,Tarjeta
1076,2024-03-10,230,501,5,1,248.62,211.327,15,Efectivo
1077,2024-03-10,544,526,1,4,965.6,3862.4,0,Transferencia
1078,2024-03-10,105,523,1,3,749.85,2249.55,0,Efectivo
1079,2024-03-10,528,526,1,7,965.6,6759.2,0,Transferencia
1080,2024-03-11,127,545,3,3,104.46,313.38,0,Transferencia
1081,2024-03-11,260,506,5,1,397.15,397.15,0,Tarjeta
1082,2024-03-11,249,506,2,2,397.15,754.5849999999999,5,Tarjeta
1083,2024-03-11,364,544,2,4,454.96,1728.8479999999997,5,Transferencia
1084,2024-03-11,330,508,5,1,757.81,719.9195,5,Tarjeta
1085,2024-03-11,300,524,5,1,544.3,544.3,0,Efectivo
1086,2024-03-11,150,522,5,8,846.09,6768.72,0,Efectivo
1087,2024-03-11,167,519,5,7,574.74,4023.1800000000003,0,Transferencia
1088,2024-03-11,400,537,3,8,714.23,5713.84,0,Transferencia
1089,2024-03-11,481,518,2,4,333.28,1333.12,0,Efectivo
1090,2024-03-11,158,531,4,6,25.48,152.88,0,Efectivo
1091,2024-03-11,359,537,2,3,714.23,2142.69,0,Transferencia
1092,2024-03-11,442,530,2,8,173.61,1319.4360000000001,5,Efectivo
1093,2024-03-11,426,542,1,4,915.81,3663.24,0,Efectivo
1094,2024-03-12,230,533,5,3,400.93,1022.3715,15,Transferencia
1095,2024-03-12,315,510,5,4,215.86,863.44,0,Tarjeta
1096,2024-03-12,272,537,5,6,714.23,3642.573,15,Efectivo
1097,2024-03-12,358,512,1,7,41.0,287.0,0,Tarjeta
1098,2024-03-12,202,530,3,7,173.61,1215.27,0,Tarjeta
1099,2024-03-12,309,527,3,4,610.96,2443.84,0,Efectivo
1100,2024-03-12,391,539,4,8,609.9,4635.24,5,Tarjeta
1101,2024-03-12,454,509,3,7,430.9,3016.2999999999997,0,Transferencia
1102,2024-03-12,571,521,3,2,961.56,1923.12,0,Efectivo
1103,2024-03-12,386,512,5,8,41.0,295.2,10,Efectivo
1104,2024-03-12,216,529,2,9,303.31,2729.79,0,Tarjeta
1105,2024-03-12,364,533,3,5,400.93,2004.65,0,Efectivo
1106,2024-03-12,250,543,3,4,851.54,3406.16,0,Efectivo
1107,2024-03-12,400,515,1,4,401.2,1604.8,0,Tarjeta
1108,2024-03-13,542,502,4,4,686.43,2745.72,0,Tarjeta
1109,2024-03-13,136,539,1,6,609.9,3659.3999999999996,0,Efectivo
1110,2024-03-13,553,544,5,4,454.96,1819.84,0,Efectivo
1111,2024-03-13,433,518,2,7,333.28,2332.96,0,Transferencia
1112,2024-03-13,577,503,4,7,613.9,4082.435,5,Transferencia
1113,2024-03-13,387,507,1,5,190.41,952.05,0,Efectivo
1114,2024-03-13,403,543,3,5,851.54,4257.7,0,Efectivo
1115,2024-03-13,411,518,3,8,333.28,2666.24,0,Transferencia
1116,2024-03-13,308,544,4,7,454.96,3184.72,0,Tarjeta
1117,2024-03-13,206,538,3,7,792.27,5545.889999999999,0,Efectivo
1118,2024-03-13,546,537,1,6,714.23,4285.38,0,Transferencia
1119,2024-03-13,258,533,1,7,400.93,2806.51,0,Transferencia
1120,2024-03-13,221,544,3,7,454.96,2866.248,10,Efectivo
1121,2024-03-13,155,531,3,2,25.48,50.96,0,Efectivo
1122,2024-03-13,500,511,5,2,572.02,1144.04,0,Transferencia
1123,2024-03-13,112,504,2,7,834.86,5844.02,0,Efectivo
1124,2024-03-13,245,518,4,7,333.28,2332.96,0,Tarjeta
1125,2024-03-13,500,504,1,7,834.86,5259.618,10,Efectivo
1126,2024-03-13,496,549,4,5,595.38,2976.9,0,Transferencia
1127,2024-03-13,236,534,5,1,300.55,300.55,0,Transferencia
1128,2024-03-13,568,529,1,2,303.31,606.62,0,Efectivo
1129,2024-03-13,103,524,5,9,544.3,4898.7,0,Transferencia
1130,2024-03-14,244,522,5,8,846.09,6768.72,0,Tarjeta
1131,2024-03-14,130,502,3,8,686.43,5491.44,0,Efectivo
1132,2024-03-14,337,544,4,1,454.96,454.96,0,Efectivo
1133,2024-03-14,379,506,4,6,397.15,2382.8999999999996,0,Transferencia
1134,2024-03-14,448,542,3,9,915.81,8242.289999999999,0,Tarjeta
1135,2024-03-14,215,525,4,8,590.88,4727.04,0,Efectivo
1136,2024-03-14,204,521,3,3,961.56,2884.68,0,Transferencia
1137,2024-03-14,218,516,1,4,927.39,3709.56,0,Efectivo
1138,2024-03-14,105,531,5,3,25.48,64.97399999999999,15,Tarjeta
1139,2024-03-14,568,514,5,6,455.26,2731.56,0,Transferencia
1140,2024-03-14,460,539,4,9,609.9,4665.735,15,Efectivo
1141,2024-03-14,348,528,2,8,283.24,2265.92,0,Transferencia
1142,2024-03-14,464,532,5,4,429.17,1630.846,5,Transferencia
1143,2024-03-14,421,528,3,2,283.24,566.48,0,Tarjeta
1144,2024-03-14,221,549,2,8,595.38,4763.04,0,Tarjeta
1145,2024-03-14,386,509,2,8,430.9,3102.48,10,Efectivo
1146,2024-03-14,249,545,5,6,104.46,564.0840000000001,10,Transferencia
1147,2024-03-14,184,522,5,8,846.09,6768.72,0,Transferencia
1148,2024-03-15,554,532,5,9,429.17,3862.53,0,Transferencia
1149,2024-03-15,506,505,3,1,181.63,181.63,0,Efectivo
1150,2024-03-15,566,523,2,9,749.85,6073.785000000001,10,Tarjeta
1151,2024-03-15,556,505,4,2,181.63,363.26,0,Tarjeta
1152,2024-03-15,331,542,3,1,915.81,915.81,0,Transferencia
1153,2024-03-15,388,532,1,8,429.17,3261.692,5,Efectivo
1154,2024-03-15,261,510,5,8,215.86,1640.536,5,Transferencia
1155,2024-03-15,372,539,2,4,609.9,2439.6,0,Tarjeta
1156,2024-03-15,560,515,3,8,401.2,3209.6,0,Transferencia
1157,2024-03-15,138,507,1,7,190.41,1132.9395,15,Transferencia
1158,2024-03-15,600,529,3,2,303.31,606.62,0,Transferencia
1159,2024-03-15,326,547,3,5,672.15,3192.7124999999996,5,Tarjeta
1160,2024-03-15,242,503,4,4,613.9,2455.6,0,Efectivo
1161,2024-03-15,392,519,4,3,574.74,1724.22,0,Transferencia
1162,2024-03-15,581,510,3,1,215.86,215.86,0,Tarjeta
1163,2024-03-15,251,528,1,5,283.24,1416.2,0,Transferencia
1164,2024-03-15,214,529,2,8,303.31,2305.156,5,Efectivo
1165,2024-03-16,337,515,2,9,401.2,3610.7999999999997,0,Transferencia
1166,2024-03-16,166,535,5,7,23.94,167.58,0,Efectivo
1167,2024-03-16,461,506,5,1,397.15,397.15,0,Tarjeta
1168,2024-03-16,441,512,2,1,41.0,41.0,0,Efectivo
1169,2024-03-16,358,547,3,1,672.15,672.15,0,Efectivo
1170,2024-03-16,575,538,3,2,792.27,1584.54,0,Tarjeta
1171,2024-03-16,349,513,4,1,843.86,843.86,0,Efectivo
1172,2024-03-16,557,529,4,4,303.31,1152.578,5,Efectivo
1173,2024-03-16,549,519,5,9,574.74,4914.027,5,Tarjeta
1174,2024-03-16,431,503,2,4,613.9,2455.6,0,Efectivo
1175,2024-03-16,423,508,3,4,757.81,3031.24,0,Efectivo
1176,2024-03-16,280,508,2,7,757.81,5304.67,0,Transferencia
1177,2024-03-16,290,520,1,9,525.63,4730.67,0,Efectivo
1178,2024-03-17,507,547,2,7,672.15,4469.7975,5,Efectivo
1179,2024-03-17,254,504,1,1,834.86,834.86,0,Efectivo
1180,2024-03-17,296,521,4,1,961.56,961.56,0,Tarjeta
1181,2024-03-17,566,503,4,4,613.9,2455.6,0,Efectivo
1182,2024-03-17,411,545,5,4,104.46,417.84,0,Tarjeta
1183,2024-03-17,362,508,2,1,757.81,757.81,0,Tarjeta
1184,2024-03-17,519,523,2,6,749.85,4499.1,0,Efectivo
1185,2024-03-17,506,516,1,2,927.39,1854.78,0,Efectivo
1186,2024-03-17,527,513,4,5,843.86,3797.3700000000003,10,Efectivo
1187,2024-03-17,243,503,1,8,613.9,4665.639999999999,5,Efectivo
1188,2024-03-17,442,548,4,3,669.26,1807.002,10,Efectivo
1189,2024-03-17,416,509,1,9,430.9,3490.29,10,Efectivo
1190,2024-03-17,201,514,4,7,455.26,3186.8199999999997,0,Efectivo
1191,2024-03-17,344,513,1,9,843.86,7215.003,5,Tarjeta
1192,2024-03-17,590,507,4,1,190.41,190.41,0,Transferencia
1193,2024-03-17,112,515,1,5,401.2,2006.0,0,Tarjeta
1194,2024-03-17,339,507,2,3,190.41,542.6685,5,Efectivo
1195,2024-03-18,149,538,5,4,792.27,3169.08,0,Transferencia
1196,2024-03-18,142,534,1,4,300.55,1021.87,15,Transferencia
1197,2024-03-18,266,541,5,7,654.57,4581.990000000001,0,Efectivo
1198,2024-03-18,182,522,2,8,846.09,6430.284,5,Efectivo
1199,2024-03-18,529,524,2,5,544.3,2721.5,0,Tarjeta
1200,2024-03-18,391,549,4,7,595.38,4167.66,0,Transferencia
1201,2024-03-18,258,537,5,3,714.23,2142.69,0,Transferencia
1202,2024-03-18,316,544,3,3,454.96,1296.6359999999997,5,Efectivo
1203,2024-03-18,590,501,4,3,248.62,745.86,0,Efectivo
1204,2024-03-18,258,510,5,4,215.86,863.44,0,Transferencia
1205,2024-03-18,562,543,1,6,851.54,5109.24,0,Transferencia
1206,2024-03-18,234,516,1,5,927.39,4636.95,0,Efectivo
1207,2024-03-18,167,546,2,8,377.11,3016.88,0,Efectivo
1208,2024-03-18,436,508,3,5,757.81,3789.0499999999997,0,Efectivo
1209,2024-03-19,107,549,1,5,595.38,2828.055,5,Tarjeta
1210,2024-03-19,536,525,5,2,590.88,1181.76,0,Tarjeta
1211,2024-03-19,114,550,5,5,281.97,1409.8500000000001,0,Efectivo
1212,2024-03-19,173,512,1,7,41.0,287.0,0,Tarjeta
1213,2024-03-19,499,525,5,2,590.88,1181.76,0,Transferencia
1214,2024-03-19,505,517,5,6,730.0,4380.0,0,Transferencia
1215,2024-03-19,263,526,2,7,965.6,6421.24,5,Efectivo
1216,2024-03-19,166,546,3,5,377.11,1885.5500000000002,0,Transferencia
1217,2024-03-19,447,548,2,9,669.26,6023.34,0,Transferencia
1218,2024-03-19,230,514,3,4,455.26,1821.04,0,Transferencia
1219,2024-03-19,519,541,5,1,654.57,654.57,0,Transferencia
1220,2024-03-19,566,536,3,8,206.85,1654.8,0,Transferencia
1221,2024-03-19,306,523,5,8,749.85,5998.8,0,Tarjeta
1222,2024-03-19,376,543,5,7,851.54,5662.740999999999,5,Tarjeta
1223,2024-03-19,566,506,2,8,397.15,3177.2,0,Efectivo
1224,2024-03-19,356,547,2,2,672.15,1344.3,0,Transferencia
1225,2024-03-19,366,505,4,3,181.63,544.89,0,Tarjeta
1226,2024-03-19,125,543,1,9,851.54,7663.86,0,Tarjeta
1227,2024-03-19,550,525,4,1,590.88,502.248,15,Tarjeta
1228,2024-03-19,381,518,4,8,333.28,2666.24,0,Transferencia
1229,2024-03-20,353,513,3,8,843.86,5738.248,15,Tarjeta
1230,2024-03-20,410,543,5,7,851.54,5960.78,0,Efectivo
1231,2024-03-20,389,514,5,5,455.26,2276.3,0,Efectivo
1232,2024-03-20,264,528,5,4,283.24,1132.96,0,Transferencia
1233,2024-03-20,195,518,1,6,333.28,1999.6799999999998,0,Efectivo
1234,2024-03-20,370,528,3,1,283.24,283.24,0,Tarjeta
1235,2024-03-20,421,527,3,5,610.96,3054.8,0,Transferencia
1236,2024-03-20,210,532,5,4,429.17,1716.68,0,Efectivo
1237,2024-03-20,436,547,4,4,672.15,2688.6,0,Transferencia
1238,2024-03-20,410,509,1,7,430.9,3016.2999999999997,0,Tarjeta
1239,2024-03-20,338,540,4,9,927.04,8343.36,0,Efectivo
1240,2024-03-20,481,532,2,8,429.17,3090.0240000000003,10,Tarjeta
1241,2024-03-20,536,520,3,8,525.63,4205.04,0,Efectivo
1242,2024-03-20,487,528,3,5,283.24,1345.3899999999999,5,Transferencia
1243,2024-03-20,583,533,4,6,400.93,2405.58,0,Efectivo
1244,2024-03-20,525,504,1,2,834.86,1669.72,0,Efectivo
1245,2024-03-20,490,546,3,3,377.11,1131.33,0,Efectivo
1246,2024-03-21,125,534,4,5,300.55,1502.75,0,Transferencia
1247,2024-03-21,241,548,1,2,669.26,1338.52,0,Efectivo
1248,2024-03-21,217,503,4,3,613.9,1841.6999999999998,0,Tarjeta
1249,2024-03-21,582,526,1,4,965.6,3862.4,0,Transferencia
1250,2024-03-21,492,508,5,6,757.81,4546.86,0,Transferencia
