fecha,plataforma,menciones,sentimiento,likes,shares,comentarios,id_producto
2024-03-23,Instagram,14,Negativo,403,284,98,525
2024-03-23,Instagram,57,Positivo,307,53,17,533
2024-03-23,Instagram,81,Positivo,687,421,58,540
2024-03-23,Twitter,185,Neutral,514,55,11,548
2024-03-23,Facebook,156,Negativo,956,378,16,520
2024-03-23,Twitter,47,Neutral,357,169,38,513
2024-03-23,TikTok,28,Negativo,870,462,41,506
2024-03-23,Instagram,37,Positivo,179,132,45,545
2024-03-23,Twitter,12,Positivo,216,357,48,507
2024-03-23,Twitter,66,Negativo,290,498,66,509
2024-03-24,Instagram,139,Neutral,525,189,41,505
2024-03-24,Facebook,190,Neutral,486,165,91,513
2024-03-24,Facebook,196,Positivo,365,208,12,506
2024-03-24,Instagram,76,Negativo,476,130,57,532
2024-03-24,Twitter,157,Neutral,732,185,25,549
2024-03-24,Twitter,96,Neutral,123,27,67,527
2024-03-24,Twitter,193,Neutral,90,318,44,537
2024-03-24,Instagram,24,Positivo,76,433,79,548
2024-03-24,TikTok,189,Negativo,896,21,20,550
2024-03-24,Twitter,79,Positivo,904,411,67,518
2024-03-24,Twitter,175,Positivo,486,8,56,544
2024-03-24,TikTok,49,Neutral,903,271,45,520
2024-03-24,Twitter,162,Neutral,648,23,98,508
2024-03-24,TikTok,173,Negativo,754,110,31,541
2024-03-24,Facebook,43,Neutral,722,426,31,514
2024-03-24,Twitter,198,Negativo,650,107,24,510
2024-03-24,Twitter,176,Positivo,57,264,89,543
2024-03-24,Facebook,60,Negativo,685,119,31,512
2024-03-24,Twitter,33,Neutral,908,143,15,534
2024-03-24,Facebook,82,Negativo,734,100,82,547
2024-03-24,TikTok,174,Positivo,428,302,62,540
2024-03-24,TikTok,103,Positivo,840,272,24,547
2024-03-24,Twitter,1,Neutral,335,359,39,501
2024-03-24,Instagram,139,Positivo,149,273,26,516
2024-03-24,Twitter,143,Negativo,511,296,73,533
2024-03-24,TikTok,125,Negativo,952,389,21,523
2024-03-24,TikTok,21,Neutral,82,35,11,531
2024-03-24,Twitter,15,Neutral,298,240,94,548
2024-03-25,Twitter,179,Negativo,913,129,61,513
2024-03-25,Instagram,103,Negativo,932,59,59,550
2024-03-25,Instagram,185,Neutral,923,289,99,524
2024-03-25,TikTok,124,Positivo,383,101,93,515
2024-03-25,Instagram,153,Positivo,47,233,74,514
2024-03-25,Facebook,170,Neutral,36,113,23,518
2024-03-25,Twitter,144,Negativo,815,323,81,522
2024-03-25,Facebook,105,Neutral,110,17,4,511
2024-03-25,Twitter,37,Neutral,689,314,57,511
2024-03-25,TikTok,22,Positivo,853,43,96,533
2024-03-25,Facebook,41,Negativo,961,235,74,551
2024-03-25,Twitter,147,Neutral,916,267,66,527
2024-03-25,TikTok,21,Negativo,391,149,41,506
2024-03-25,Twitter,81,Negativo,648,267,71,538
2024-03-25,TikTok,155,Neutral,134,271,25,520
2024-03-25,Twitter,64,Negativo,403,69,63,501
2024-03-25,Facebook,17,Negativo,905,204,79,527
2024-03-25,Instagram,100,Neutral,192,44,21,523
2024-03-25,Facebook,163,Neutral,831,173,82,508
2024-03-25,TikTok,165,Neutral,696,443,61,532
2024-03-25,TikTok,133,Neutral,445,351,45,530
2024-03-25,Instagram,137,Negativo,901,262,80,535
2024-03-25,TikTok,169,Neutral,492,230,100,547
2024-03-26,Twitter,14,Negativo,882,105,75,525
2024-03-26,TikTok,76,Negativo,882,37,65,505
2024-03-26,Instagram,174,Negativo,506,464,81,550
2024-03-26,Instagram,107,Positivo,781,219,48,532
2024-03-26,Facebook,135,Negativo,544,248,34,510
2024-03-26,Twitter,89,Neutral,194,261,37,502
2024-03-26,Facebook,52,Negativo,391,449,60,518
2024-03-26,Facebook,58,Positivo,885,141,70,523
2024-03-26,Twitter,36,Positivo,407,248,14,528
2024-03-26,TikTok,130,Neutral,492,305,38,521
2024-03-26,Twitter,71,Positivo,758,483,79,532
2024-03-26,Twitter,88,Neutral,30,479,50,526
2024-03-26,Twitter,74,Positivo,997,233,11,503
2024-03-26,Twitter,97,Neutral,552,436,27,527
2024-03-26,Twitter,198,Positivo,560,172,53,504
2024-03-26,Twitter,185,Neutral,402,122,84,507
2024-03-27,Facebook,156,Negativo,788,266,86,508
2024-03-27,Instagram,179,Positivo,856,377,53,529
2024-03-27,TikTok,95,Positivo,76,330,50,524
2024-03-27,Twitter,66,Neutral,681,461,36,526
2024-03-27,TikTok,53,Negativo,249,213,95,542
2024-03-27,Twitter,27,Positivo,750,309,53,506
2024-03-27,Instagram,164,Neutral,148,271,4,536
2024-03-27,TikTok,184,Positivo,392,102,86,511
2024-03-27,Facebook,129,Neutral,393,61,6,506
2024-03-27,Twitter,17,Positivo,425,5,12,543
2024-03-27,Instagram,125,Positivo,357,482,52,511
2024-03-27,Instagram,68,Negativo,740,265,50,535
2024-03-27,Twitter,132,Positivo,422,73,64,537
2024-03-27,Facebook,140,Neutral,436,373,28,520
2024-03-27,Instagram,45,Neutral,282,345,71,501
2024-03-27,TikTok,33,Neutral,960,420,2,534
2024-03-27,Twitter,25,Negativo,662,267,62,516
2024-03-27,Instagram,11,Neutral,77,306,25,526
2024-03-27,Instagram,51,Positivo,380,386,43,533
2024-03-27,Twitter,90,Positivo,517,490,51,511
2024-03-27,TikTok,175,Negativo,997,148,14,536
2024-03-27,Facebook,177,Positivo,617,484,55,516
2024-03-28,TikTok,65,Negativo,804,364,52,541
2024-03-28,Facebook,54,Positivo,99,259,87,546
2024-03-28,Facebook,175,Positivo,34,103,72,518
2024-03-28,TikTok,76,Neutral,467,110,7,529
2024-03-28,Facebook,19,Negativo,390,10,39,533
2024-03-28,TikTok,6,Neutral,916,211,14,539
2024-03-28,Twitter,136,Positivo,792,44,95,504
2024-03-28,Facebook,34,Negativo,344,447,5,515
2024-03-28,Facebook,78,Positivo,491,245,8,546
2024-03-28,TikTok,122,Negativo,96,63,98,540
2024-03-28,Instagram,135,Positivo,518,458,43,513
2024-03-28,TikTok,36,Negativo,395,72,18,512
2024-03-28,Facebook,159,Neutral,771,296,31,540
2024-03-28,Twitter,4,Neutral,70,89,48,521
2024-03-29,Twitter,85,Neutral,801,482,58,502
2024-03-29,Facebook,13,Neutral,370,109,46,548
2024-03-29,Twitter,11,Neutral,244,215,54,541
2024-03-29,Instagram,163,Negativo,323,91,8,537
2024-03-29,Twitter,17,Positivo,957,29,46,535
2024-03-29,Instagram,92,Neutral,430,339,26,515
2024-03-29,Facebook,136,Negativo,598,296,30,502
2024-03-29,Facebook,58,Neutral,999,81,46,533
2024-03-29,Facebook,86,Negativo,162,280,88,536
2024-03-29,Instagram,36,Positivo,378,78,6,503
2024-03-29,TikTok,66,Positivo,926,377,8,533
2024-03-29,Facebook,82,Neutral,404,44,76,504
2024-03-29,Twitter,36,Positivo,409,315,4,519
2024-03-29,Twitter,42,Positivo,285,155,51,551
2024-03-29,TikTok,13,Negativo,969,108,16,545
2024-03-29,Instagram,46,Negativo,258,310,32,521
2024-03-29,Facebook,149,Negativo,393,478,15,551
2024-03-29,TikTok,74,Neutral,876,488,16,540
2024-03-29,Instagram,195,Negativo,197,391,75,526
2024-03-29,Facebook,188,Neutral,18,464,39,548
2024-03-29,Twitter,65,Positivo,831,385,17,538
2024-03-29,Twitter,10,Negativo,963,160,98,522
2024-03-29,TikTok,34,Negativo,626,136,78,514
2024-03-29,Facebook,175,Positivo,942,175,46,514
2024-03-30,Facebook,168,Positivo,21,20,65,544
2024-03-30,Twitter,185,Neutral,693,454,69,511
2024-03-30,Twitter,64,Positivo,718,100,3,519
2024-03-30,Facebook,72,Negativo,381,314,15,513
2024-03-30,Instagram,58,Positivo,998,285,65,536
2024-03-30,Facebook,49,Negativo,231,298,36,510
2024-03-30,Facebook,198,Neutral,446,382,80,542
2024-03-30,Instagram,43,Positivo,947,27,94,517
2024-03-30,Facebook,139,Negativo,555,339,80,536
2024-03-30,Facebook,42,Negativo,381,20,34,550
2024-03-30,Facebook,15,Negativo,354,464,84,502
2024-03-30,Twitter,147,Positivo,872,104,11,525
2024-03-30,Facebook,119,Positivo,957,411,68,534
2024-03-30,Instagram,107,Negativo,683,169,50,523
2024-03-31,TikTok,120,Neutral,203,172,41,534
2024-03-31,Twitter,128,Negativo,363,17,69,526
2024-03-31,Twitter,138,Neutral,341,298,70,516
2024-03-31,Twitter,195,Positivo,323,415,90,533
2024-03-31,Twitter,77,Positivo,596,77,15,517
2024-03-31,Instagram,143,Neutral,325,39,97,547
2024-03-31,TikTok,122,Positivo,873,116,64,523
2024-03-31,Facebook,191,Positivo,448,292,43,546
2024-03-31,Instagram,105,Positivo,109,55,82,549
2024-03-31,Facebook,39,Negativo,550,325,18,534
2024-03-31,Facebook,19,Neutral,243,87,59,533
2024-03-31,Twitter,22,Neutral,373,238,37,514
2024-03-31,TikTok,110,Negativo,672,468,80,535
2024-03-31,Instagram,112,Positivo,50,184,55,523
2024-04-01,Instagram,138,Neutral,82,491,52,536
2024-04-01,TikTok,143,Positivo,763,438,49,511
2024-04-01,Facebook,199,Negativo,300,245,59,519
2024-04-01,Facebook,13,Negativo,264,260,64,528
2024-04-01,TikTok,128,Neutral,98,152,98,532
2024-04-01,Instagram,130,Negativo,966,5,16,544
2024-04-01,Facebook,193,Neutral,233,490,67,530
2024-04-01,TikTok,126,Negativo,940,480,84,504
2024-04-01,Instagram,63,Negativo,169,209,46,544
2024-04-01,TikTok,29,Neutral,716,199,44,518
2024-04-01,TikTok,15,Negativo,209,390,0,544
2024-04-01,Instagram,111,Positivo,833,312,59,503
2024-04-01,TikTok,160,Positivo,459,406,90,523
2024-04-01,TikTok,17,Neutral,133,439,89,518
2024-04-01,Instagram,112,Negativo,148,329,67,529
2024-04-01,TikTok,148,Neutral,848,98,2,516
2024-04-01,Instagram,120,Positivo,389,78,11,551
2024-04-01,Instagram,191,Negativo,444,344,30,541
2024-04-01,Twitter,7,Positivo,548,390,83,523
2024-04-01,TikTok,199,Neutral,693,305,66,537
2024-04-01,Instagram,35,Neutral,439,146,24,536
2024-04-01,TikTok,126,Neutral,606,218,3,528
2024-04-01,TikTok,103,Negativo,482,289,19,509
2024-04-01,Twitter,157,Neutral,371,466,56,518
2024-04-01,Instagram,63,Negativo,406,143,76,530
2024-04-01,Facebook,172,Neutral,451,459,72,510
2024-04-01,TikTok,4,Neutral,433,256,40,528
2024-04-01,Twitter,162,Negativo,466,371,18,516
2024-04-01,Twitter,138,Neutral,124,6,8,535
2024-04-02,Twitter,85,Neutral,470,305,42,517
2024-04-02,Twitter,200,Positivo,629,193,23,510
2024-04-02,Facebook,104,Neutral,827,347,44,502
2024-04-02,Twitter,132,Neutral,170,121,77,503
2024-04-02,Facebook,45,Positivo,661,125,44,513
2024-04-02,Facebook,47,Neutral,915,217,45,542
2024-04-02,Facebook,93,Negativo,399,302,72,514
2024-04-02,Twitter,13,Negativo,849,222,11,509
2024-04-02,TikTok,20,Positivo,437,53,42,525
2024-04-02,Twitter,186,Neutral,985,311,9,525
2024-04-03,TikTok,52,Neutral,280,185,82,502
2024-04-03,Twitter,135,Negativo,161,412,48,544
2024-04-03,TikTok,154,Positivo,779,315,36,539
2024-04-03,Instagram,124,Positivo,302,101,88,535
2024-04-03,TikTok,40,Positivo,927,89,16,539
2024-04-03,Facebook,181,Negativo,242,459,16,514
2024-04-03,TikTok,67,Positivo,529,18,15,513
2024-04-03,TikTok,162,Negativo,277,335,15,539
2024-04-03,TikTok,57,Positivo,666,163,80,541
2024-04-03,Instagram,97,Negativo,332,141,42,534
2024-04-03,Twitter,131,Positivo,763,349,85,542
2024-04-03,Twitter,8,Positivo,553,171,29,520
2024-04-03,TikTok,46,Positivo,519,206,5,542
2024-04-03,Facebook,176,Negativo,23,67,6,502
2024-04-03,TikTok,32,Neutral,890,311,75,513
2024-04-03,TikTok,109,Neutral,785,184,2,520
2024-04-03,Facebook,24,Positivo,790,109,58,505
2024-04-03,Twitter,42,Negativo,462,462,36,517
2024-04-03,Twitter,117,Neutral,215,243,10,514
2024-04-03,Instagram,55,Negativo,968,63,26,508
2024-04-03,Twitter,198,Negativo,129,37,77,538
2024-04-03,Instagram,21,Neutral,525,25,29,548
2024-04-03,Twitter,174,Neutral,889,294,79,550
2024-04-04,Twitter,195,Negativo,650,344,91,510
2024-04-04,Twitter,76,Neutral,985,15,97,532
2024-04-04,Facebook,152,Negativo,558,69,67,540
2024-04-04,Twitter,180,Neutral,891,470,4,523
2024-04-04,TikTok,90,Negativo,500,330,83,524
2024-04-04,Twitter,188,Positivo,366,130,28,512
2024-04-04,Twitter,66,Positivo,102,35,98,542
2024-04-04,Facebook,139,Positivo,530,386,18,539
2024-04-04,TikTok,28,Positivo,384,308,94,543
2024-04-04,Facebook,179,Neutral,53,162,10,510
2024-04-04,Facebook,173,Positivo,471,150,44,527
2024-04-04,Instagram,104,Positivo,712,169,49,525
2024-04-04,TikTok,139,Positivo,673,155,98,503
2024-04-04,TikTok,113,Negativo,431,138,85,541
2024-04-04,Instagram,58,Positivo,589,279,72,533
2024-04-05,TikTok,152,Neutral,308,240,74,534
2024-04-05,Instagram,22,Positivo,341,39,66,530
2024-04-05,TikTok,13,Neutral,96,75,2,535
2024-04-05,Facebook,169,Negativo,246,72,52,540
2024-04-05,Instagram,133,Negativo,15,409,19,521
2024-04-05,Facebook,4,Neutral,428,459,92,551
2024-04-05,Twitter,59,Neutral,397,37,7,512
2024-04-05,Twitter,174,Negativo,211,236,79,502
2024-04-05,Facebook,65,Negativo,245,38,27,550
2024-04-05,Facebook,64,Positivo,181,225,72,533
2024-04-05,TikTok,181,Positivo,203,222,90,541
2024-04-05,Facebook,117,Negativo,236,277,85,508
2024-04-05,Twitter,108,Neutral,862,311,59,551
2024-04-05,Facebook,145,Positivo,959,261,38,522
2024-04-05,Twitter,1,Neutral,1000,169,30,533
2024-04-05,Facebook,98,Negativo,974,183,51,543
2024-04-06,Instagram,85,Neutral,555,415,20,523
2024-04-06,TikTok,80,Positivo,228,345,6,506
2024-04-06,TikTok,33,Positivo,93,31,57,516
2024-04-06,Instagram,196,Negativo,758,448,22,539
2024-04-06,Facebook,176,Neutral,933,165,100,501
2024-04-06,Facebook,8,Positivo,21,496,85,502
2024-04-06,Instagram,175,Neutral,152,199,15,540
2024-04-06,TikTok,32,Negativo,23,460,55,507
2024-04-06,Twitter,176,Positivo,492,129,63,525
2024-04-06,TikTok,18,Negativo,549,196,13,543
2024-04-06,Instagram,132,Neutral,527,291,53,535
2024-04-06,TikTok,171,Neutral,835,84,39,545
2024-04-06,TikTok,157,Negativo,863,233,82,532
2024-04-06,TikTok,112,Negativo,149,205,52,549
2024-04-06,TikTok,78,Negativo,945,286,96,544
2024-04-06,TikTok,164,Neutral,492,153,83,518
2024-04-07,TikTok,34,Positivo,410,14,33,514
2024-04-07,Instagram,3,Neutral,830,252,90,501
2024-04-07,TikTok,180,Negativo,176,425,76,550
2024-04-07,Twitter,144,Negativo,871,474,6,514
2024-04-07,Facebook,154,Negativo,944,91,56,534
2024-04-07,Instagram,118,Negativo,653,334,6,529
2024-04-07,TikTok,73,Positivo,432,196,74,515
2024-04-07,Instagram,152,Positivo,691,11,81,507
2024-04-07,Instagram,198,Negativo,973,418,37,525
2024-04-07,TikTok,100,Neutral,828,340,78,515
2024-04-07,Twitter,76,Neutral,976,467,61,501
2024-04-07,Instagram,108,Positivo,570,53,63,515
2024-04-07,Instagram,59,Negativo,204,398,18,524
2024-04-07,Instagram,72,Positivo,837,241,64,530
2024-04-07,Twitter,161,Negativo,517,496,91,545
2024-04-07,Facebook,164,Positivo,242,421,35,529
2024-04-07,Facebook,118,Positivo,889,347,83,513
2024-04-07,TikTok,137,Negativo,539,331,98,519
2024-04-07,Instagram,119,Neutral,973,80,35,530
2024-04-07,Twitter,197,Neutral,37,134,38,534
2024-04-07,TikTok,129,Negativo,748,44,17,502
2024-04-07,Twitter,148,Positivo,251,346,35,519
2024-04-07,TikTok,192,Neutral,413,147,49,540
2024-04-07,Instagram,66,Positivo,615,142,49,548
2024-04-07,TikTok,51,Positivo,213,47,79,509
2024-04-07,Facebook,138,Negativo,638,447,20,512
2024-04-07,TikTok,135,Neutral,548,24,13,526
2024-04-07,TikTok,186,Negativo,156,93,84,539
2024-04-07,Instagram,1,Positivo,703,11,56,515
2024-04-08,Facebook,173,Negativo,519,483,27,549
2024-04-08,Twitter,111,Positivo,923,23,36,536
2024-04-08,Instagram,66,Neutral,416,431,4,537
2024-04-08,TikTok,139,Negativo,776,436,0,531
2024-04-08,Twitter,195,Positivo,675,421,98,521
2024-04-08,Twitter,199,Positivo,138,426,83,515
2024-04-08,Instagram,131,Positivo,314,391,70,538
2024-04-08,TikTok,50,Neutral,306,227,45,506
2024-04-08,Facebook,82,Positivo,740,13,57,505
2024-04-08,Facebook,171,Positivo,943,295,95,544
2024-04-08,TikTok,58,Neutral,871,83,22,526
2024-04-08,TikTok,200,Negativo,511,398,66,524
2024-04-08,TikTok,30,Positivo,646,76,14,504
2024-04-08,TikTok,165,Positivo,866,272,80,506
2024-04-08,Instagram,175,Neutral,123,50,81,546
2024-04-08,TikTok,172,Negativo,277,244,54,526
2024-04-09,Facebook,1,Positivo,698,474,71,501
2024-04-09,TikTok,142,Negativo,932,478,57,503
2024-04-09,Twitter,73,Neutral,732,418,97,551
2024-04-09,Facebook,167,Positivo,123,278,7,540
2024-04-09,Twitter,9,Negativo,294,487,4,526
2024-04-09,Instagram,198,Positivo,496,76,9,519
2024-04-09,TikTok,21,Negativo,370,334,85,541
2024-04-09,Instagram,4,Negativo,15,417,25,515
2024-04-09,Facebook,67,Positivo,89,326,49,519
2024-04-09,Facebook,48,Positivo,596,40,38,533
2024-04-09,Instagram,39,Positivo,58,108,91,547
2024-04-09,Facebook,100,Negativo,408,9,23,512
2024-04-09,Instagram,118,Neutral,170,229,91,533
2024-04-09,Facebook,75,Negativo,764,72,94,528
2024-04-09,TikTok,160,Negativo,402,195,53,546
2024-04-09,Instagram,145,Positivo,879,438,15,542
2024-04-09,Twitter,102,Negativo,191,94,57,514
2024-04-10,TikTok,4,Neutral,963,18,2,504
2024-04-10,Facebook,176,Positivo,668,428,75,544
2024-04-10,Twitter,152,Neutral,898,159,7,522
2024-04-10,Twitter,170,Neutral,980,399,69,550
2024-04-10,Twitter,160,Positivo,386,213,43,528
2024-04-10,TikTok,140,Neutral,910,152,48,525
2024-04-10,Facebook,133,Negativo,884,447,92,506
2024-04-10,Facebook,89,Positivo,188,267,64,508
2024-04-10,Instagram,169,Negativo,719,473,36,511
2024-04-10,Twitter,76,Neutral,85,292,4,541
2024-04-10,Facebook,102,Neutral,340,50,69,545
2024-04-10,Instagram,92,Neutral,117,289,56,531
2024-04-10,TikTok,60,Neutral,327,258,80,548
2024-04-10,Facebook,140,Negativo,329,175,80,535
2024-04-10,Instagram,131,Negativo,328,401,26,510
2024-04-10,TikTok,196,Positivo,895,342,34,524
2024-04-10,TikTok,135,Negativo,86,65,36,536
2024-04-10,Facebook,187,Negativo,863,141,36,524
2024-04-10,TikTok,23,Positivo,254,383,22,517
2024-04-10,TikTok,52,Negativo,895,323,37,530
2024-04-10,Facebook,145,Positivo,957,200,28,519
2024-04-10,Facebook,2,Negativo,376,213,27,523
2024-04-10,Twitter,91,Positivo,121,17,0,513
2024-04-10,Facebook,140,Positivo,881,335,57,517
2024-04-10,Facebook,74,Neutral,663,255,32,503
2024-04-10,Instagram,100,Neutral,947,164,83,525
2024-04-10,TikTok,79,Positivo,513,419,39,521
2024-04-10,Instagram,189,Neutral,826,434,64,547
2024-04-10,TikTok,156,Negativo,723,225,1,519
2024-04-10,Instagram,172,Positivo,996,102,54,537
2024-04-11,TikTok,69,Negativo,640,336,19,504
2024-04-11,Facebook,193,Positivo,914,480,2,548
2024-04-11,Instagram,82,Neutral,895,15,93,530
2024-04-11,Facebook,10,Positivo,708,101,56,530
2024-04-11,Facebook,182,Neutral,226,238,52,513
2024-04-11,TikTok,15,Positivo,550,401,68,544
2024-04-11,Instagram,43,Positivo,135,144,93,513
2024-04-11,TikTok,103,Neutral,543,276,88,517
2024-04-11,Instagram,127,Positivo,832,113,28,525
2024-04-11,Twitter,133,Negativo,411,226,55,512
2024-04-11,TikTok,153,Negativo,925,410,30,549
2024-04-11,Instagram,87,Positivo,82,167,81,538
2024-04-12,Instagram,67,Neutral,364,326,76,512
2024-04-12,TikTok,3,Negativo,616,29,95,528
2024-04-12,TikTok,127,Positivo,573,9,23,508
2024-04-12,TikTok,64,Positivo,964,86,98,506
2024-04-12,Instagram,100,Positivo,189,450,95,513
2024-04-12,TikTok,70,Positivo,678,141,61,509
2024-04-12,Twitter,146,Neutral,964,279,87,513
2024-04-12,Instagram,166,Positivo,617,70,25,528
2024-04-12,Twitter,177,Negativo,532,285,36,517
2024-04-12,Twitter,31,Negativo,882,371,40,502
2024-04-12,TikTok,21,Positivo,369,204,63,543
2024-04-13,TikTok,9,Positivo,901,221,42,544
2024-04-13,TikTok,186,Negativo,809,327,24,545
2024-04-13,Instagram,61,Negativo,643,104,18,512
2024-04-13,TikTok,10,Negativo,684,60,41,528
2024-04-13,Instagram,146,Positivo,618,415,55,523
2024-04-13,Twitter,96,Negativo,302,400,86,537
2024-04-13,Instagram,52,Neutral,192,95,8,529
2024-04-13,Instagram,172,Positivo,692,113,48,517
2024-04-13,Facebook,114,Neutral,490,54,82,536
2024-04-13,Facebook,30,Neutral,268,387,7,508
2024-04-13,Instagram,28,Positivo,100,412,3,502
2024-04-13,Twitter,38,Positivo,84,100,32,531
2024-04-13,Twitter,35,Positivo,975,147,11,536
2024-04-13,TikTok,74,Positivo,577,454,33,515
2024-04-13,Twitter,119,Neutral,450,153,44,542
2024-04-13,TikTok,143,Negativo,67,498,35,538
2024-04-13,Instagram,53,Positivo,66,134,96,525
2024-04-13,Instagram,62,Neutral,605,388,59,507
2024-04-13,Instagram,111,Neutral,470,70,95,515
2024-04-13,TikTok,86,Positivo,257,95,71,546
2024-04-13,TikTok,148,Positivo,974,20,26,547
2024-04-13,Twitter,152,Neutral,80,156,23,503
2024-04-13,Twitter,77,Neutral,569,108,14,533
2024-04-13,Twitter,137,Negativo,241,304,15,502
2024-04-13,Twitter,52,Neutral,157,217,3,525
2024-04-14,Instagram,50,Negativo,762,74,32,525
2024-04-14,Facebook,157,Negativo,880,253,82,526
2024-04-14,Twitter,132,Positivo,291,443,100,535
2024-04-14,Instagram,78,Positivo,538,204,41,503
2024-04-14,Twitter,90,Positivo,703,17,47,515
2024-04-14,TikTok,46,Positivo,241,493,21,520
2024-04-14,Facebook,52,Neutral,618,131,81,546
2024-04-14,Facebook,185,Negativo,528,305,73,549
2024-04-14,Twitter,60,Neutral,386,302,79,551
2024-04-14,Twitter,121,Negativo,618,356,60,531
2024-04-14,Facebook,100,Neutral,648,300,7,535
2024-04-14,Twitter,62,Neutral,784,52,66,530
2024-04-14,Instagram,66,Negativo,385,485,68,536
2024-04-14,Facebook,166,Positivo,587,66,29,535
2024-04-14,Facebook,63,Negativo,811,51,91,505
2024-04-14,TikTok,134,Negativo,452,17,47,525
2024-04-14,Instagram,124,Positivo,963,353,43,517
2024-04-15,Instagram,99,Positivo,378,142,87,513
2024-04-15,Facebook,165,Negativo,198,195,33,542
2024-04-15,Twitter,11,Positivo,696,299,83,536
2024-04-15,Instagram,148,Positivo,106,371,42,516
2024-04-15,Twitter,111,Positivo,939,300,86,519
2024-04-15,Instagram,75,Positivo,71,419,86,529
2024-04-15,Instagram,70,Negativo,288,386,71,515
2024-04-15,TikTok,155,Negativo,705,81,74,530
2024-04-15,Instagram,33,Positivo,544,298,76,532
2024-04-15,Instagram,99,Neutral,390,500,79,536
2024-04-15,Twitter,196,Positivo,988,387,75,526
2024-04-15,TikTok,80,Neutral,696,492,81,548
2024-04-15,TikTok,153,Negativo,329,402,100,515
2024-04-15,Facebook,60,Negativo,459,68,6,504
2024-04-15,TikTok,42,Negativo,543,309,79,525
2024-04-15,Facebook,119,Negativo,284,269,90,502
2024-04-15,TikTok,133,Negativo,749,434,90,546
2024-04-15,Twitter,88,Positivo,535,47,62,527
2024-04-15,TikTok,153,Negativo,771,194,13,523
2024-04-15,TikTok,57,Positivo,81,98,54,534
2024-04-15,Instagram,131,Positivo,610,355,82,538
2024-04-16,Facebook,138,Neutral,514,194,76,519
2024-04-16,Twitter,6,Positivo,652,124,88,520
2024-04-16,Twitter,78,Negativo,954,482,76,536
2024-04-16,Facebook,197,Positivo,989,71,62,540
2024-04-16,Twitter,105,Negativo,62,447,50,512
2024-04-16,Instagram,100,Positivo,90,154,76,504
2024-04-16,Facebook,17,Positivo,410,240,27,528
2024-04-16,Twitter,114,Negativo,970,152,12,508
2024-04-16,Twitter,47,Neutral,983,419,42,507
2024-04-16,Facebook,70,Negativo,630,124,43,527
2024-04-16,Twitter,108,Positivo,602,294,84,505
2024-04-16,TikTok,29,Negativo,238,365,38,542
2024-04-16,TikTok,20,Neutral,896,323,92,523
2024-04-16,Facebook,139,Positivo,908,220,65,546
2024-04-16,TikTok,47,Neutral,564,270,19,505
2024-04-16,TikTok,160,Positivo,481,289,80,520
2024-04-16,Twitter,195,Negativo,62,170,4,526
2024-04-16,Instagram,171,Neutral,341,111,22,550
2024-04-16,Twitter,101,Negativo,51,465,28,526
2024-04-17,Instagram,32,Neutral,18,100,71,510
2024-04-17,Facebook,37,Positivo,118,435,56,547
2024-04-17,Instagram,13,Negativo,117,84,41,537
2024-04-17,Instagram,75,Negativo,221,318,7,520
2024-04-17,TikTok,72,Positivo,998,299,29,545
2024-04-17,Facebook,35,Neutral,971,86,15,521
2024-04-17,Facebook,148,Positivo,471,316,95,536
2024-04-17,Facebook,83,Neutral,394,493,55,522
2024-04-17,Twitter,33,Positivo,23,6,5,512
2024-04-17,TikTok,169,Negativo,235,322,19,513
2024-04-17,Twitter,115,Positivo,446,422,20,531
2024-04-17,TikTok,111,Negativo,384,334,21,544
2024-04-17,Instagram,184,Positivo,50,370,35,522
2024-04-17,Facebook,10,Negativo,358,216,72,540
2024-04-17,Twitter,107,Positivo,397,166,57,531
2024-04-18,TikTok,133,Positivo,568,456,69,516
2024-04-18,TikTok,126,Positivo,663,490,30,546
2024-04-18,Twitter,48,Positivo,804,158,91,549
2024-04-18,Twitter,115,Negativo,394,121,82,516
2024-04-18,Instagram,85,Negativo,969,71,38,531
2024-04-18,Instagram,27,Negativo,705,412,88,550
2024-04-18,TikTok,60,Negativo,757,345,32,519
2024-04-18,Twitter,73,Negativo,584,132,51,533
2024-04-18,Twitter,141,Negativo,234,88,43,535
2024-04-18,Facebook,27,Positivo,69,381,24,518
2024-04-18,Facebook,86,Negativo,281,5,87,543
2024-04-18,TikTok,197,Neutral,110,268,26,547
2024-04-18,Instagram,127,Negativo,907,89,14,544
2024-04-18,TikTok,194,Neutral,773,10,83,509
2024-04-18,TikTok,66,Neutral,102,52,26,541
2024-04-18,TikTok,92,Neutral,165,247,86,513
2024-04-18,Facebook,182,Neutral,792,427,90,518
2024-04-18,TikTok,12,Negativo,866,317,7,548
2024-04-18,TikTok,12,Positivo,792,272,19,527
2024-04-18,Twitter,168,Negativo,980,39,73,527
2024-04-18,TikTok,166,Neutral,870,462,14,502
2024-04-18,Instagram,127,Negativo,40,242,45,549
2024-04-19,Instagram,189,Negativo,214,430,72,507
2024-04-19,Instagram,20,Positivo,984,164,63,538
2024-04-19,Twitter,111,Negativo,384,444,78,536
2024-04-19,TikTok,123,Negativo,557,414,44,548
2024-04-19,Twitter,58,Neutral,698,170,62,543
2024-04-19,Instagram,24,Positivo,14,45,30,540
2024-04-19,TikTok,119,Neutral,694,77,87,530
2024-04-19,Instagram,173,Positivo,646,293,76,522
2024-04-19,TikTok,27,Positivo,58,88,35,518
